evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
WHIRLPOOL-NSE-CLASSIFICATION,nifty_500_shariah,WHIRLPOOL,Whirlpool of India Ltd.,industry_classification,"NSE classifies WHIRLPOOL as macro=Consumer Discretionary, sector=Consumer Durables, industry=Consumer Durables, basicIndustry=Household Appliances.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=WHIRLPOOL,secInfo,,0.9
WHIRLPOOL-NSE-FINANCIALS,nifty_500_shariah,WHIRLPOOL,Whirlpool of India Ltd.,financial_results,NSE returned 5 recent financial-result records for WHIRLPOOL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=WHIRLPOOL&marketApiType=equities&noOfRecords=5,financial results,,0.9
WHIRLPOOL-ANNUAL-REPORT,nifty_500_shariah,WHIRLPOOL,Whirlpool of India Ltd.,annual_report,Latest annual report discovered for WHIRLPOOL: FY 2024-2025.,WHIRLPOOL annual report,annual_report,14-AUG-2025 13:47:53,https://nsearchives.nseindia.com/annual_reports/AR_27431_WHIRLPOOL_2024_2025_A_14082025134750.pdf,NSE annual report listing,,0.9
WHIRLPOOL-CURATED-BUSINESS,nifty_500_shariah,WHIRLPOOL,Whirlpool of India Ltd.,business_model,"Whirlpool of India Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Durables / Consumer Durables / Household Appliances. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","WHIRLPOOL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27431_WHIRLPOOL_2024_2025_A_14082025134750.pdf,business review / management discussion / NSE secInfo,,0.68
WHIRLPOOL-CURATED-DEPENDENCIES,nifty_500_shariah,WHIRLPOOL,Whirlpool of India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",WHIRLPOOL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27431_WHIRLPOOL_2024_2025_A_14082025134750.pdf,source inventory / risk factors / value-chain mapping,,0.62
WOCKPHARMA-NSE-CLASSIFICATION,nifty_500_shariah,WOCKPHARMA,Wockhardt Ltd.,industry_classification,"NSE classifies WOCKPHARMA as macro=Healthcare, sector=Healthcare, industry=Pharmaceuticals & Biotechnology, basicIndustry=Pharmaceuticals.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=WOCKPHARMA,secInfo,,0.9
WOCKPHARMA-NSE-FINANCIALS,nifty_500_shariah,WOCKPHARMA,Wockhardt Ltd.,financial_results,NSE returned 5 recent financial-result records for WOCKPHARMA.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=WOCKPHARMA&marketApiType=equities&noOfRecords=5,financial results,,0.9
WOCKPHARMA-ANNUAL-REPORT,nifty_500_shariah,WOCKPHARMA,Wockhardt Ltd.,annual_report,Latest annual report discovered for WOCKPHARMA: FY 2024-2025.,WOCKPHARMA annual report,annual_report,16-JUL-2025 20:41:14,https://nsearchives.nseindia.com/annual_reports/AR_26979_WOCKPHARMA_2024_2025_A_16072025204111.pdf,NSE annual report listing,,0.9
WOCKPHARMA-CURATED-BUSINESS,nifty_500_shariah,WOCKPHARMA,Wockhardt Ltd.,business_model,"Wockhardt Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Pharmaceuticals & Biotechnology / Pharmaceuticals. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","WOCKPHARMA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26979_WOCKPHARMA_2024_2025_A_16072025204111.pdf,business review / management discussion / NSE secInfo,,0.68
WOCKPHARMA-CURATED-DEPENDENCIES,nifty_500_shariah,WOCKPHARMA,Wockhardt Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",WOCKPHARMA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26979_WOCKPHARMA_2024_2025_A_16072025204111.pdf,source inventory / risk factors / value-chain mapping,,0.62
ZYDUSLIFE-NSE-CLASSIFICATION,nifty_500_shariah,ZYDUSLIFE,Zydus Lifesciences Ltd.,industry_classification,"NSE classifies ZYDUSLIFE as macro=Healthcare, sector=Healthcare, industry=Pharmaceuticals & Biotechnology, basicIndustry=Pharmaceuticals.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ZYDUSLIFE,secInfo,,0.9
ZYDUSLIFE-NSE-FINANCIALS,nifty_500_shariah,ZYDUSLIFE,Zydus Lifesciences Ltd.,financial_results,NSE returned 5 recent financial-result records for ZYDUSLIFE.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ZYDUSLIFE&marketApiType=equities&noOfRecords=5,financial results,,0.9
ZYDUSLIFE-ANNUAL-REPORT,nifty_500_shariah,ZYDUSLIFE,Zydus Lifesciences Ltd.,annual_report,Latest annual report discovered for ZYDUSLIFE: FY 2024-2025.,ZYDUSLIFE annual report,annual_report,16-JUL-2025 16:17:32,https://nsearchives.nseindia.com/annual_reports/AR_26962_ZYDUSLIFE_2024_2025_A_16072025161731.pdf,NSE annual report listing,,0.9
ZYDUSLIFE-CURATED-BUSINESS,nifty_500_shariah,ZYDUSLIFE,Zydus Lifesciences Ltd.,business_model,"Zydus Lifesciences Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Pharmaceuticals & Biotechnology / Pharmaceuticals. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ZYDUSLIFE annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26962_ZYDUSLIFE_2024_2025_A_16072025161731.pdf,business review / management discussion / NSE secInfo,,0.68
ZYDUSLIFE-CURATED-DEPENDENCIES,nifty_500_shariah,ZYDUSLIFE,Zydus Lifesciences Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ZYDUSLIFE official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26962_ZYDUSLIFE_2024_2025_A_16072025161731.pdf,source inventory / risk factors / value-chain mapping,,0.62
ZYDUSWELL-NSE-CLASSIFICATION,nifty_500_shariah,ZYDUSWELL,Zydus Wellness Ltd.,industry_classification,"NSE classifies ZYDUSWELL as macro=Fast Moving Consumer Goods, sector=Fast Moving Consumer Goods, industry=Food Products, basicIndustry=Packaged Foods.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ZYDUSWELL,secInfo,,0.9
ZYDUSWELL-NSE-FINANCIALS,nifty_500_shariah,ZYDUSWELL,Zydus Wellness Ltd.,financial_results,NSE returned 5 recent financial-result records for ZYDUSWELL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ZYDUSWELL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ZYDUSWELL-ANNUAL-REPORT,nifty_500_shariah,ZYDUSWELL,Zydus Wellness Ltd.,annual_report,Latest annual report discovered for ZYDUSWELL: FY 2024-2025.,ZYDUSWELL annual report,annual_report,07-JUL-2025 19:16:52,https://nsearchives.nseindia.com/annual_reports/AR_26782_ZYDUSWELL_2024_2025_A_07072025191649.pdf,NSE annual report listing,,0.9
ZYDUSWELL-CURATED-BUSINESS,nifty_500_shariah,ZYDUSWELL,Zydus Wellness Ltd.,business_model,"Zydus Wellness Limited is an NSE-listed company classified by NSE as Fast Moving Consumer Goods / Fast Moving Consumer Goods / Food Products / Packaged Foods. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ZYDUSWELL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26782_ZYDUSWELL_2024_2025_A_07072025191649.pdf,business review / management discussion / NSE secInfo,,0.68
ZYDUSWELL-CURATED-DEPENDENCIES,nifty_500_shariah,ZYDUSWELL,Zydus Wellness Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ZYDUSWELL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26782_ZYDUSWELL_2024_2025_A_07072025191649.pdf,source inventory / risk factors / value-chain mapping,,0.62
360ONE-NSE-CLASSIFICATION,ind_nifty500,360ONE,360 ONE WAM Ltd.,industry_classification,"NSE classifies 360ONE as macro=Financial Services, sector=Financial Services, industry=Capital Markets, basicIndustry=Stockbroking & Allied.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=360ONE,secInfo,,0.9
360ONE-NSE-FINANCIALS,ind_nifty500,360ONE,360 ONE WAM Ltd.,financial_results,NSE returned 5 recent financial-result records for 360ONE.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=360ONE&marketApiType=equities&noOfRecords=5,financial results,,0.9
360ONE-ANNUAL-REPORT,ind_nifty500,360ONE,360 ONE WAM Ltd.,annual_report,Latest annual report discovered for 360ONE: FY 2024-2025.,360ONE annual report,annual_report,14-AUG-2025 19:56:01,https://nsearchives.nseindia.com/annual_reports/AR_27454_360ONE_2024_2025_A_14082025195558.pdf,NSE annual report listing,,0.9
360ONE-CURATED-BUSINESS,ind_nifty500,360ONE,360 ONE WAM Ltd.,business_model,"360 ONE WAM LIMITED is an NSE-listed company classified by NSE as Financial Services / Financial Services / Capital Markets / Stockbroking & Allied. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","360ONE annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27454_360ONE_2024_2025_A_14082025195558.pdf,business review / management discussion / NSE secInfo,,0.68
360ONE-CURATED-DEPENDENCIES,ind_nifty500,360ONE,360 ONE WAM Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",360ONE official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27454_360ONE_2024_2025_A_14082025195558.pdf,source inventory / risk factors / value-chain mapping,,0.62
AARTIIND-NSE-CLASSIFICATION,ind_nifty500,AARTIIND,Aarti Industries Ltd.,industry_classification,"NSE classifies AARTIIND as macro=Commodities, sector=Chemicals, industry=Chemicals & Petrochemicals, basicIndustry=Specialty Chemicals.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=AARTIIND,secInfo,,0.9
AARTIIND-NSE-FINANCIALS,ind_nifty500,AARTIIND,Aarti Industries Ltd.,financial_results,NSE returned 5 recent financial-result records for AARTIIND.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=AARTIIND&marketApiType=equities&noOfRecords=5,financial results,,0.9
AARTIIND-ANNUAL-REPORT,ind_nifty500,AARTIIND,Aarti Industries Ltd.,annual_report,Latest annual report discovered for AARTIIND: FY 2024-2025.,AARTIIND annual report,annual_report,31-JUL-2025 22:12:20,https://nsearchives.nseindia.com/annual_reports/AR_27210_AARTIIND_2024_2025_A_31072025221218.pdf,NSE annual report listing,,0.9
AARTIIND-CURATED-BUSINESS,ind_nifty500,AARTIIND,Aarti Industries Ltd.,business_model,"Aarti Industries Limited is an NSE-listed company classified by NSE as Commodities / Chemicals / Chemicals & Petrochemicals / Specialty Chemicals. The profile maps the company into a midstream_chemical_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","AARTIIND annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27210_AARTIIND_2024_2025_A_31072025221218.pdf,business review / management discussion / NSE secInfo,,0.68
AARTIIND-CURATED-DEPENDENCIES,ind_nifty500,AARTIIND,Aarti Industries Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",AARTIIND official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27210_AARTIIND_2024_2025_A_31072025221218.pdf,source inventory / risk factors / value-chain mapping,,0.62
AAVAS-NSE-CLASSIFICATION,ind_nifty500,AAVAS,Aavas Financiers Ltd.,industry_classification,"NSE classifies AAVAS as macro=Financial Services, sector=Financial Services, industry=Finance, basicIndustry=Housing Finance Company.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=AAVAS,secInfo,,0.9
AAVAS-NSE-FINANCIALS,ind_nifty500,AAVAS,Aavas Financiers Ltd.,financial_results,NSE returned 5 recent financial-result records for AAVAS.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=AAVAS&marketApiType=equities&noOfRecords=5,financial results,,0.9
AAVAS-ANNUAL-REPORT,ind_nifty500,AAVAS,Aavas Financiers Ltd.,annual_report,Latest annual report discovered for AAVAS: FY 2024-2025.,AAVAS annual report,annual_report,27-AUG-2025 15:30:04,https://nsearchives.nseindia.com/annual_reports/AR_27762_AAVAS_2024_2025_U_7848676_27082025153002.pdf,NSE annual report listing,,0.9
AAVAS-CURATED-BUSINESS,ind_nifty500,AAVAS,Aavas Financiers Ltd.,business_model,"Aavas Financiers Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Finance / Housing Finance Company. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","AAVAS annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27762_AAVAS_2024_2025_U_7848676_27082025153002.pdf,business review / management discussion / NSE secInfo,,0.68
AAVAS-CURATED-DEPENDENCIES,ind_nifty500,AAVAS,Aavas Financiers Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",AAVAS official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27762_AAVAS_2024_2025_U_7848676_27082025153002.pdf,source inventory / risk factors / value-chain mapping,,0.62
ABB-NSE-CLASSIFICATION,ind_nifty500,ABB,ABB India Ltd.,industry_classification,"NSE classifies ABB as macro=Industrials, sector=Capital Goods, industry=Electrical Equipment, basicIndustry=Heavy Electrical Equipment.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABB,secInfo,,0.9
ABB-NSE-FINANCIALS,ind_nifty500,ABB,ABB India Ltd.,financial_results,NSE returned 5 recent financial-result records for ABB.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ABB&marketApiType=equities&noOfRecords=5,financial results,,0.9
ABB-ANNUAL-REPORT,ind_nifty500,ABB,ABB India Ltd.,annual_report,Latest annual report discovered for ABB: FY 2025-2025.,ABB annual report,annual_report,09-APR-2026 18:31:34,https://nsearchives.nseindia.com/annual_reports/AR_29243_ABB_2025_2025_A_14842087_09042026183132.pdf,NSE annual report listing,,0.9
ABB-CURATED-BUSINESS,ind_nifty500,ABB,ABB India Ltd.,business_model,"ABB India Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Electrical Equipment / Heavy Electrical Equipment. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ABB annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29243_ABB_2025_2025_A_14842087_09042026183132.pdf,business review / management discussion / NSE secInfo,,0.68
ABB-CURATED-DEPENDENCIES,ind_nifty500,ABB,ABB India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ABB official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29243_ABB_2025_2025_A_14842087_09042026183132.pdf,source inventory / risk factors / value-chain mapping,,0.62
ABBOTINDIA-NSE-CLASSIFICATION,ind_nifty500,ABBOTINDIA,Abbott India Ltd.,industry_classification,"NSE classifies ABBOTINDIA as macro=Healthcare, sector=Healthcare, industry=Pharmaceuticals & Biotechnology, basicIndustry=Pharmaceuticals.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABBOTINDIA,secInfo,,0.9
ABBOTINDIA-NSE-FINANCIALS,ind_nifty500,ABBOTINDIA,Abbott India Ltd.,financial_results,NSE returned 1 recent financial-result records for ABBOTINDIA.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ABBOTINDIA&marketApiType=equities&noOfRecords=5,financial results,,0.9
ABBOTINDIA-CURATED-BUSINESS,ind_nifty500,ABBOTINDIA,Abbott India Ltd.,business_model,"Abbott India Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Pharmaceuticals & Biotechnology / Pharmaceuticals. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ABBOTINDIA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABBOTINDIA,business review / management discussion / NSE secInfo,,0.55
ABBOTINDIA-CURATED-DEPENDENCIES,ind_nifty500,ABBOTINDIA,Abbott India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ABBOTINDIA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABBOTINDIA,source inventory / risk factors / value-chain mapping,,0.62
ABCAPITAL-NSE-CLASSIFICATION,ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,industry_classification,"NSE classifies ABCAPITAL as macro=Financial Services, sector=Financial Services, industry=Finance, basicIndustry=Investment Company.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABCAPITAL,secInfo,,0.9
ABCAPITAL-NSE-FINANCIALS,ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,financial_results,NSE returned 5 recent financial-result records for ABCAPITAL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ABCAPITAL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ABCAPITAL-ANNUAL-REPORT,ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,annual_report,Latest annual report discovered for ABCAPITAL: FY 2023-2024.,ABCAPITAL annual report,annual_report,-,https://nsearchives.nseindia.com/annual_reports/AR_24631_ABCAPITAL_2023_2024_2307202416422.pdf,NSE annual report listing,,0.9
ABCAPITAL-CURATED-BUSINESS,ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,business_model,"Aditya Birla Capital Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Finance / Investment Company. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ABCAPITAL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_24631_ABCAPITAL_2023_2024_2307202416422.pdf,business review / management discussion / NSE secInfo,,0.68
ABCAPITAL-CURATED-DEPENDENCIES,ind_nifty500,ABCAPITAL,Aditya Birla Capital Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ABCAPITAL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_24631_ABCAPITAL_2023_2024_2307202416422.pdf,source inventory / risk factors / value-chain mapping,,0.62
ABDL-NSE-CLASSIFICATION,ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,industry_classification,"NSE classifies ABDL as macro=Fast Moving Consumer Goods, sector=Fast Moving Consumer Goods, industry=Beverages, basicIndustry=Breweries & Distilleries.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABDL,secInfo,,0.9
ABDL-NSE-FINANCIALS,ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,financial_results,NSE returned 4 recent financial-result records for ABDL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ABDL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ABDL-ANNUAL-REPORT,ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,annual_report,Latest annual report discovered for ABDL: FY 2025-2026.,ABDL annual report,annual_report,12-JUN-2026 22:41:25,https://nsearchives.nseindia.com/annual_reports/AR_29386_ABDL_2025_2026_A_12967305_12062026224123.pdf,NSE annual report listing,,0.9
ABDL-CURATED-BUSINESS,ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,business_model,"Allied Blenders and Distillers Limited is an NSE-listed company classified by NSE as Fast Moving Consumer Goods / Fast Moving Consumer Goods / Beverages / Breweries & Distilleries. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ABDL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29386_ABDL_2025_2026_A_12967305_12062026224123.pdf,business review / management discussion / NSE secInfo,,0.68
ABDL-CURATED-DEPENDENCIES,ind_nifty500,ABDL,Allied Blenders and Distillers Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ABDL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29386_ABDL_2025_2026_A_12967305_12062026224123.pdf,source inventory / risk factors / value-chain mapping,,0.62
ABSLAMC-NSE-CLASSIFICATION,ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,industry_classification,"NSE classifies ABSLAMC as macro=Financial Services, sector=Financial Services, industry=Capital Markets, basicIndustry=Asset Management Company.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ABSLAMC,secInfo,,0.9
ABSLAMC-NSE-FINANCIALS,ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,financial_results,NSE returned 5 recent financial-result records for ABSLAMC.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ABSLAMC&marketApiType=equities&noOfRecords=5,financial results,,0.9
ABSLAMC-ANNUAL-REPORT,ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,annual_report,Latest annual report discovered for ABSLAMC: FY 2024-2025.,ABSLAMC annual report,annual_report,16-SEP-2025 13:50:08,https://nsearchives.nseindia.com/annual_reports/AR_29094_ABSLAMC_2024_2025_A_9321085_16092025135005.pdf,NSE annual report listing,,0.9
ABSLAMC-CURATED-BUSINESS,ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,business_model,"Aditya Birla Sun Life AMC Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Capital Markets / Asset Management Company. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ABSLAMC annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29094_ABSLAMC_2024_2025_A_9321085_16092025135005.pdf,business review / management discussion / NSE secInfo,,0.68
ABSLAMC-CURATED-DEPENDENCIES,ind_nifty500,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ABSLAMC official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29094_ABSLAMC_2024_2025_A_9321085_16092025135005.pdf,source inventory / risk factors / value-chain mapping,,0.62
ACC-NSE-CLASSIFICATION,ind_nifty500,ACC,ACC Ltd.,industry_classification,"NSE classifies ACC as macro=Commodities, sector=Construction Materials, industry=Cement & Cement Products, basicIndustry=Cement & Cement Products.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ACC,secInfo,,0.9
ACC-NSE-FINANCIALS,ind_nifty500,ACC,ACC Ltd.,financial_results,NSE returned 5 recent financial-result records for ACC.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ACC&marketApiType=equities&noOfRecords=5,financial results,,0.9
